Account,Date,Channel,Units,0:00,0:05,0:10,0:15,Mean_15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,Mean_1_15,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55:00
27797850024,2/24/2016,605112205 1 kWh,kWh,7.128,7.11,7.038,7.002,28.2,8.108999,7.083,6.795,6.93,7.353,7.101,6.93,7.083,6.579,37.05876892,6.615,7.344,7.029,6.947999,6.912,7.488,7.047,7.011,6.858,6.912,7.434,7.155,6.237,6.426,6.939,7.704,7.002,6.858,6.831,6.525,7.488,6.966,6.885,6.759,6.597,7.479,7.092,6.84,6.84,6.957,7.785,7.344,7.164,6.552,6.606,7.479,6.93,7.065,6.885,6.876,8.037,7.658999,7.631999,7.217999,7.02,7.029,6.93,6.57,6.939,7.668,6.867,7.002,6.687,6.939,7.812,8.046,7.875,8.163,7.460999,6.966,6.966,7.488,6.912,7.875,8.000999,7.118999,7.092,7.173,7.362,8.919,8.297999,7.227,7.398,7.551,7.506,8.441999,9.080999,8.289,8.559,8.523,8.127,7.326,6.876,7.388999,7.730999,7.281,7.047,7.388999,7.758,7.884,8.361,7.893,7.38,6.912,7.658999,8.514,9.045,8.469,8.325,8.136,7.713,7.434,8.028,9.099,8.289,6.957,7.056,6.804,6.849,7.730999,7.092,6.606,6.588,6.939,6.786,7.353,7.848,7.587,6.381,6.354,6.606,6.822,8.009999,8.136,7.947,7.974,7.551,6.921,6.75,6.93,6.677999,6.669,7.164,8.091,6.822,6.309,6.228,6.534,7.299,7.776,7.371,7.118999,6.444,6.156,5.994,6.264,7.11,6.669,6.552,6.858,6.471,6.804,7.263,7.551,7.677,6.903,6.84,6.723,6.776999,7.92,7.173,7.686,7.344,7.704,6.957,6.957,6.903,7.857,8.829,8.046,7.173,6.768,6.831,7.11,6.947999,7.722,8.693999,7.605,7.407,7.299,7.326,7.551,7.407,7.983,7.776,8.703,8.667,8.585999,8.415,7.254,7.092,7.559999,7.371,7.983,7.776,8.585999,8.063999,7.974,7.2,7.335,8.243999,7.901999,7.587,7.281,6.732,6.741,7.155,7.947,7.911,8.684999,8.054999,6.921,6.498,6.975,7.047,7.695,7.857,7.821,7.407,7.326,7.317,8.388,7.965,8.037,7.956,7.658999,6.966,6.435,6.084,7.065,6.93,7.118999,6.516,6.147,5.85,6.462,6.831,7.559999,9.566999,10.412999,10.125,9.566999,9.431999,10.007999,10.089,10.547999,9.908999,9.927,9.134999,9.639,9.513,10.061999,9.809999,9.882,9.243,9.999,9.783,9.665999,9.216,9.818999,9.99,9.999,9.566999,9.639,9.287999,9.396,9.315,10.242,10.169999,9.756,9.089999,9.188999,9.315,9.566999,9.441
27797850024,2/25/2016,605112205 1 kWh,kWh,9.882,9.827999,9.639,9.233999,38.26799733,9.431999,9.773999,9.801,9.783,9.872999,10.007999,9.792,8.936999,9.207,50.29476626,9.315,9.629999,9.188999,9.224999,9.405,9.837,9.530999,9.54,9.207,9.233999,9.125999,9.441,9.612,9.792,9.710999,9.162,9.224999,9.872999,9.332999,9.323999,9.558,9.243,9.764999,10.125,9.134999,7.559999,8.118,9.207,9.719999,9.962999,11.907,10.917,11.016,11.582999,12.761999,12.528,13.103999,12.302999,12.78,13.625999,13.058999,13.077,12.933,12.464999,14.247,12.771,12.842999,13.131,12.582,13.004999,13.671,12.896999,12.320999,12.546,12.320999,12.636,12.815999,13.41,13.301999,12.815999,12.707999,12.789,13.337999,13.184999,12.492,13.311,12.249,11.735999,11.214,11.322,11.051999,10.943999,11.285999,11.646,12.051,12.33,11.375999,11.511,10.646999,10.943999,10.943999,11.115,11.672999,11.664,11.186999,10.719,10.511999,10.754999,10.818,11.033999,12.122999,14.993999,15.848999,15.497999,13.752,15.839999,15.461999,15.344999,15.164999,14.948999,15.579,15.749999,16.199999,16.046999,15.650999,15.075,14.813999,14.976,15.803999,16.164,15.875999,14.985,15.146999,15.605999,15.731999,15.164999,15.039,14.606999,12.339,11.393999,10.773,10.556999,9.891,10.007999,10.098,10.233,10.205999,10.287,10.250999,9.764999,8.082,7.452,7.497,7.002,6.966,7.866,8.297999,8.37,8.000999,8.063999,7.839,8.289,8.559,8.342999,7.956,8.046,8.099999,8.217,8.28,8.450999,7.875,7.884,7.695,8.063999,8.568,8.136,8.054999,8.415,8.163,8.568,8.577,8.604,8.271,8.955,8.28,8.792999,8.667,8.523,8.252999,8.063999,8.118,8.405999,8.415,8.217,8.082,8.396999,8.792999,9.045,8.927999,9.162,8.504999,8.775,8.549999,9.549,10.061999,10.259999,9.846,9.198,8.91,8.936999,9.035999,9.026999,8.846999,9.764999,10.259999,11.087999,10.332,10.125,9.54,10.304999,11.709,13.023,14.021999,16.730999,18.998999,18.422998,16.497,15.129,15.471,14.157,10.098,8.342999,8.127,8.658,8.316,8.28,7.605,7.92,8.676,9.323999,8.837999,8.523,8.28,7.308,7.533,7.137,7.092,7.263,7.317,8.837999,10.754999,10.304999,8.577,7.686,6.894,7.730999,7.452,8.207999,8.549999,9.026999,8.009999,7.668,6.768,7.524,7.263,7.605,7.631999,8.37,7.641,7.083,6.876,7.559999,6.903,7.587,8.19,8.532,7.542,7.092,6.3,6.894,8.235,8.433,7.515,7.524,7.371,7.515,6.813,7.299,7.578,7.542,7.884,7.785,7.631999,8.405999,8.235
27797850024,2/26/2016,605112205 1 kWh,kWh,7.785,7.641,6.435,6.947999,28.03199867,7.137,7.533,8.514,7.272,7.245,6.624,6.984,7.227,7.686,37.86553774,7.164,7.209,7.416,7.398,7.857,7.308,6.687,6.993,6.84,7.631999,7.344,7.335,7.317,7.677,7.065,7.857,6.39,7.056,6.885,7.2,7.596,7.362,7.353,7.578,6.993,7.713,7.191,7.263,6.804,6.642,7.353,7.551,7.398,7.605,7.083,7.353,7.686,7.631999,7.559999,7.146,6.516,7.173,7.236,7.596,9.089999,7.289999,7.631999,7.460999,7.434,7.704,7.182,7.398,7.101,7.155,7.353,7.497,8.127,8.091,7.658999,7.118999,6.795,7.227,7.245,6.947999,7.631999,6.615,7.848,7.928999,7.884,8.441999,7.388999,7.308,7.434,7.191,7.362,7.101,6.759,7.074,7.425,8.217,6.984,6.489,6.669,6.66,7.128,6.624,6.335999,6.147,6.174,6.957,6.822,6.858,6.651,6.894,7.371,7.722,6.84,6.588,6.588,6.39,5.778,6.228,5.976,7.308,6.66,6.606,5.949,6.435,6.426,5.697,5.427,6.093,6.363,7.065,5.922,6.453,6.471,6.687,6.372,6.354,6.426,6.102,6.597,6.138,6.03,6.021,5.67,6.705,5.967,6.354,6.174,6.273,6.876,5.67,5.58,5.625,6.597,6.552,5.823,6.273,5.733,7.164,6.012,6.345,5.985,6.12,6.506999,6.606,6.606,6.471,6.506999,6.506999,5.85,5.742,5.661,6.597,5.913,6.003,5.994,6.003,6.453,5.958,5.94,6.219,6.453,6.228,5.832,6.012,6.345,7.686,6.579,6.291,5.922,6.453,6.858,6.183,5.931,6.669,6.354,7.371,6.876,6.993,7.074,6.957,6.849,7.191,6.471,6.723,6.813,7.497,6.894,7.137,6.804,6.714,6.975,6.426,6.552,6.993,7.164,7.137,6.894,7.146,7.011,7.488,6.561,6.219,6.093,6.975,7.623,7.155,6.984,6.975,6.804,7.713,6.39,6.804,6.714,7.128,7.263,6.372,6.615,6.984,6.579,6.957,6.885,7.371,6.912,6.921,7.407,6.705,6.273,6.453,6.525,7.074,7.344,7.02,6.975,6.714,6.615,7.704,6.957,6.912,6.651,6.516,7.11,6.849,6.822,6.894,6.552,7.371,6.921,6.876,6.642,6.867,6.354,6.786,6.588,6.795,6.939,6.786,7.974,6.795,6.525,7.065,6.849,7.407,6.858,6.543,6.084,6.894,6.75,7.65,6.633,7.479,6.849
27797850024,2/27/2016,605112205 1 kWh,kWh,6.822,7.578,7.074,6.858,28.68,6.831,6.381,6.506999,7.056,6.264,6.3,6.696,6.831,7.497,36.11538431,6.822,7.452,7.038,7.038,6.804,7.578,6.759,7.038,6.84,7.056,7.191,6.894,6.786,7.011,6.849,6.957,7.2,6.984,6.768,6.966,6.732,6.795,6.624,6.606,6.912,6.876,6.903,7.308,6.831,7.191,6.813,6.993,6.975,7.398,7.038,7.047,6.966,7.083,6.921,7.245,6.984,7.029,7.02,6.993,6.831,7.047,6.624,7.065,6.894,7.038,7.137,7.802999,8.648999,7.2,7.047,7.002,7.658999,7.155,7.11,7.11,6.984,7.272,7.605,7.164,7.182,7.362,7.245,7.65,7.137,7.263,7.065,7.272,7.164,8.037,7.11,6.776999,6.804,6.723,6.489,6.947999,7.308,7.092,6.876,7.272,7.983,7.353,6.335999,6.246,7.11,6.858,7.263,6.894,6.219,6.426,6.273,6.831,6.246,6.354,7.182,7.308,7.713,6.75,6.48,6.579,6.588,7.173,6.795,7.128,6.921,7.353,7.317,6.57,6.489,6.516,6.525,7.335,7.245,7.038,6.984,6.498,6.876,6.93,6.345,6.417,6.327,6.813,7.425,7.137,6.516,6.552,6.291,7.056,6.335999,6.417,6.129,7.263,7.578,6.831,6.651,6.867,6.561,6.714,6.03,6.219,6.147,6.399,7.173,6.408,6.246,6.894,7.146,7.263,5.778,6.237,6.426,6.885,7.118999,6.696,6.363,6.282,6.957,7.730999,6.714,6.012,5.931,6.435,7.11,6.309,6.345,6.264,7.002,7.515,6.723,5.922,5.904,6.435,7.884,7.056,7.326,7.101,7.191,7.587,5.931,6.255,6.327,6.714,7.668,7.074,7.182,7.263,7.299,7.02,6.696,7.173,7.137,8.532,7.272,7.38,6.966,7.101,7.443,6.273,6.174,6.677999,7.308,7.272,7.056,6.822,6.75,7.704,7.155,7.191,6.534,6.705,7.38,7.137,7.299,7.254,7.272,7.38,6.93,7.569,7.083,7.388999,6.795,6.453,6.021,6.255,6.714,7.146,6.975,7.209,7.118999,7.092,7.227,6.804,6.624,6.894,6.651,6.516,6.642,7.118999,6.624,6.66,6.75,7.623,6.912,7.118999,6.723,6.677999,5.859,6.282,6.75,7.11,6.723,7.533,7.263,7.002,6.912,7.335,6.525,6.489,6.282,6.335999,6.786,7.118999,6.795,6.776999,7.11,7.353,6.831,6.903,7.2,6.947999,5.922
27797850024,2/28/2016,605112205 1 kWh,kWh,6.543,6.255,6.984,6.885,26.832,7.155,7.974,7.794,7.317,6.444,6.579,6.696,6.291,6.714,35.83476923,6.894,7.407,6.768,7.146,7.146,6.642,6.543,7.146,7.155,6.516,6.183,6.525,6.39,6.462,6.714,7.164,6.606,6.759,6.75,6.579,6.723,6.947999,6.282,5.814,6.516,6.732,7.416,7.289999,6.768,6.939,6.624,7.551,6.813,6.372,6.273,6.147,6.984,6.732,6.786,6.849,7.002,7.164,6.381,6.651,6.237,6.786,6.327,6.885,6.633,7.074,7.173,6.543,6.822,7.353,6.615,6.741,6.291,6.759,6.111,6.588,6.543,7.686,6.84,6.966,6.741,6.957,7.983,7.254,5.976,6.48,6.633,7.002,6.732,7.038,7.029,7.299,6.876,7.569,7.488,6.246,5.931,6.318,6.3,7.263,6.939,6.677999,6.669,6.408,5.886,5.589,6.506999,7.416,8.063999,7.407,6.381,6.516,6.335999,7.101,6.156,6.804,6.677999,7.011,7.02,6.768,6.561,6.201,6.849,6.633,6.372,6.417,6.48,6.984,6.804,6.335999,6.147,6.39,6.435,6.48,5.607,6.354,6.093,6.813,7.056,6.696,6.732,7.479,6.93,6.975,6.417,6.588,5.949,6.246,5.823,6.714,6.912,7.488,6.174,6.201,5.904,6.102,6.066,6.885,6.776999,6.57,6.453,6.453,6.129,6.021,6.831,7.137,7.038,6.66,6.786,6.741,6.669,6.921,7.029,7.263,7.281,7.11,6.111,6.057,6.093,7.209,8.271,7.182,6.642,6.345,5.598,5.985,5.94,6.174,6.264,6.615,6.75,7.326,7.425,7.308,6.804,7.173,7.281,7.488,7.452,7.092,7.2,7.011,7.317,7.289999,6.426,6.138,6.075,6.642,6.804,7.758,6.894,6.741,5.841,6.543,6.129,6.273,6.579,7.542,7.299,7.002,6.426,5.949,5.832,6.246,6.912,8.063999,9.603,7.524,6.093,6.579,5.976,6.183,6.93,7.515,7.092,6.498,5.913,5.895,5.697,7.587,8.145,6.957,6.534,6.183,5.751,6.867,7.083,7.137,6.147,6.39,6.552,6.723,6.714,6.66,6.237,6.939,6.741,6.795,6.237,6.867,6.858,6.498,6.39,6.444,6.219,6.48,7.407,7.236,5.958,5.895,6.084,6.57,7.263,7.658999,6.273,5.76,5.733,6.228,7.272,7.551,6.696,6.39,6.12,6.147,5.994,7.173,6.894,6.741,6.453,6.444,6.21
27797850024,2/29/2016,605112205 1 kWh,kWh,6.75,6.489,7.101,6.498,26.784,6.3,6.228,6.426,7.002,6.813,5.58,6.147,6.021,6.57,34.06430769,7.533,7.182,5.616,5.796,5.724,6.579,7.452,7.524,6.696,6.201,6.138,5.94,5.94,7.056,7.299,7.578,6.705,6.318,5.913,5.805,6.489,7.344,7.614,6.966,6.147,6.444,6.246,7.047,6.696,6.714,6.903,7.281,7.11,7.353,7.217999,7.299,6.03,5.922,6.012,6.3,6.372,7.542,6.903,6.506999,6.057,5.688,5.454,6.903,7.353,6.129,6.129,7.938,6.858,7.335,6.813,6.354,6.075,6.867,6.506999,6.633,6.552,7.875,8.981999,7.263,5.913,6.102,6.606,7.056,8.091,8.145,7.911,7.542,6.615,6.615,6.669,6.741,7.605,7.839,7.578,7.029,6.237,6.138,5.895,6.687,7.524,9.962999,10.638,12.051,11.816999,12.285,11.898,11.664,11.709,12.077999,12.059999,12.087,10.457999,10.917,10.764,11.132999,11.16,10.917,10.412999,9.855,8.792999,9.639,9.629999,9.125999,9.971999,9.045,9.36,9.323999,9.377999,10.070999,11.591999,13.490999,13.851,13.940999,13.662,13.572,13.518,13.707,13.589999,13.688999,13.473,13.518,14.895,16.910999,16.101,16.191,15.902999,16.460999,16.532999,16.397999,16.379999,16.226999,16.244999,16.595999,16.334999,16.209,16.091999,16.434,16.199999,16.595999,16.028999,16.028999,15.929999,16.164,16.434,16.083,15.902999,15.686999,14.408999,13.589999,13.608,13.382999,13.23,13.464,13.563,13.553999,13.481999,13.184999,13.292999,13.355999,13.580999,13.391999,13.148999,13.589999,13.202999,14.066999,14.688,15.857999,16.011,15.912,16.244999,16.532999,16.326,15.848999,15.983999,16.244999,16.658998,16.658998,16.226999,16.452,16.289999,16.811998,17.243999,16.748999,15.938999,15.020999,14.669999,12.834,10.926,9.459,8.945999,9.405,10.287,11.205,8.775,8.181,6.021,6.138,6.039,6.408,6.084,7.623,7.506,7.686,6.849,6.354,5.913,5.931,6.318,7.452,7.749,6.84,6.768,6.506999,6.075,6.921,7.335,6.399,6.435,6.48,6.471,6.975,6.947999,6.381,5.634,6.057,6.363,7.191,6.822,7.452,7.182,6.291,5.805,6.273,6.345,6.498,7.182,7.434,5.967,6.246,5.706,6.021,7.074,7.802999,7.542,7.281,6.947999,6.669,5.886,5.994,6.129,6.012,7.182,7.533,6.885,5.913,5.661,5.841,6.471,7.857,6.984,6.435,6.048,5.823,5.76,7.191,6.804,6.435,6.021,6.354,6.408
27797850024,3/1/2016,605112205 1 kWh,kWh,7.137,6.453,6.677999,5.76,25.18799867,6.327,6.489,6.561,6.615,6.849,5.85,6.102,5.688,6.3,33.22984544,6.975,8.856,7.533,6.309,5.634,5.751,5.67,6.677999,7.596,6.534,6.03,5.607,5.841,5.868,6.597,7.217999,6.21,6.264,6.606,6.012,6.12,5.805,5.715,6.335999,6.165,7.11,6.705,6.264,5.526,5.742,5.841,6.48,6.192,7.092,6.354,6.435,6.075,6.138,5.949,5.652,5.499,6.309,6.462,6.723,6.129,6.39,6.174,6.462,6.579,6.642,6.723,6.093,6.885,7.137,7.083,6.633,6.453,6.885,7.272,7.263,7.533,6.579,6.066,6.876,7.353,8.28,7.416,6.858,7.047,7.254,7.245,7.2,6.506999,6.399,7.209,6.723,6.885,6.354,6.201,6.624,6.21,6.444,6.669,7.722,6.489,6.048,5.832,6.354,6.372,6.48,5.769,5.796,6.426,6.435,6.129,6.471,6.534,6.471,5.994,6.363,6.462,6.984,5.832,5.778,5.877,6.84,6.381,6.183,5.976,5.868,6.624,6.111,6.039,6.219,6.102,6.075,5.913,6.12,6.048,6.957,5.868,5.841,5.877,6.606,7.524,6.669,6.192,5.931,6.813,5.994,6.246,5.886,6.003,6.57,5.895,5.994,6.12,6.408,5.922,5.697,6.048,6.282,6.903,5.688,5.877,5.652,6.867,6.156,5.553,5.634,5.616,6.939,5.985,6.363,6.588,7.47,7.029,6.75,5.67,5.787,6.39,5.427,5.391,6.003,6.066,6.129,5.463,5.697,5.778,6.759,5.832,6.21,5.94,6.039,6.921,6.335999,6.219,6.444,6.534,6.993,6.534,6.615,6.444,6.912,6.506999,7.263,7.524,7.767,7.812,7.272,6.327,6.408,7.047,9.054,8.846999,8.684999,7.407,7.802999,6.543,7.146,6.642,6.975,6.696,6.885,6.426,6.651,7.344,7.542,6.894,6.282,6.084,7.038,6.741,7.047,6.759,6.723,7.182,6.885,6.966,6.471,6.309,6.714,6.506999,6.677999,6.876,7.002,7.407,6.516,6.696,6.381,6.282,6.993,6.48,6.435,6.606,6.912,7.542,6.372,6.471,6.084,6.534,7.029,6.462,6.291,6.462,7.047,7.173,6.543,6.255,6.012,6.48,6.714,6.453,6.525,6.552,7.245,6.615,6.903,5.913,6.201,6.858,6.831,6.525,6.705,6.327,6.786,6.633,6.597,6.273,6.138,5.841,6.435,6.57,7.245,7.164
27797850024,3/2/2016,605112205 1 kWh,kWh,6.345,5.841,5.868,7.047,25.008,6.426,6.435,6.246,6.453,7.398,7.056,6.273,5.697,5.751,33.18276923,6.435,7.182,7.173,6.894,6.677999,6.335999,6.939,7.479,6.498,5.814,5.634,6.282,6.552,7.730999,7.533,6.885,5.931,6.012,5.985,6.831,6.309,6.543,7.2,8.891999,12.122999,15.129,16.848,16.74,16.901999,17.738998,16.299,16.289999,15.416999,13.985999,12.636,13.112999,9.486,8.792999,8.811,9.278999,9.513,9.818999,9.657,9.809999,9.153,9.719999,9.684,9.620999,13.094999,15.704999,17.487,17.459999,17.316,16.983,17.252998,17.144999,17.855999,18.026999,17.810999,16.991999,17.081999,17.316,17.126999,18.071999,17.612999,17.495998,17.216999,17.198999,17.351999,17.424,17.252998,17.379,17.567999,17.675999,17.387999,17.387999,17.136,17.243999,17.775,17.738998,17.757,17.324999,16.983,17.153999,17.126999,17.667,17.792999,17.865,17.504999,16.667999,18.063,17.775,17.882999,18.512999,17.639999,18.206999,17.414999,17.667,17.334,17.990999,16.793999,16.901999,13.787999,12.851999,11.924999,12.059999,11.223,11.978999,12.24,9.927,10.799999,11.285999,11.096999,11.240999,12.698999,13.374,12.275999,9.756,7.911,6.741,6.246,5.796,5.778,5.994,6.921,7.281,6.39,6.462,6.309,6.677999,6.444,6.003,6.732,6.588,5.841,5.958,6.21,6.363,7.2,7.155,5.958,6.147,5.931,6.084,6.381,6.228,6.506999,6.831,6.192,6.246,6.335999,6.12,6.066,6.075,6.111,6.786,6.309,6.633,6.48,6.183,6.335999,5.922,5.517,6.21,6.12,7.47,6.318,6.327,5.634,6.588,6.624,6.048,5.598,5.805,6.435,7.254,6.264,6.165,5.823,6.624,6.696,6.867,6.147,6.776999,6.741,7.416,7.47,6.705,6.102,7.2,7.722,8.153999,6.741,7.011,7.551,8.306999,8.181,7.460999,6.822,6.228,7.056,7.002,7.335,7.38,7.353,7.38,7.164,7.056,8.415,8.549999,8.207999,7.47,6.615,6.885,7.029,7.416,7.299,6.885,6.633,7.047,7.236,7.056,6.183,6.192,6.921,6.993,7.335,6.687,6.741,6.776999,8.073,9.054,7.802999,6.435,6.273,6.525,7.460999,7.416,6.741,6.705,7.299,7.137,7.614,6.759,6.498,6.506999,6.363,7.289999,6.768,6.804,6.534,6.435,7.524,7.452,6.903,6.84,6.534,6.849,7.128,6.957,6.858,6.939,6.183,6.417,7.254,7.047,6.939,7.074,6.93,7.74,6.516,7.137,6.921,7.038,7.254
27797850024,3/3/2016,605112205 1 kWh,kWh,6.696,6.453,6.786,6.867,26.808,7.209,7.155,6.822,6.732,6.579,6.867,7.047,7.092,6.822,35.67230769,6.957,7.029,6.741,7.029,6.579,6.993,6.822,7.047,7.074,7.038,6.776999,6.993,6.849,6.606,6.723,6.669,6.849,6.894,6.957,6.921,7.137,6.947999,6.759,6.588,6.687,7.146,7.065,6.975,6.894,7.029,6.912,7.209,6.552,6.93,6.894,6.867,7.011,6.624,6.561,6.579,6.939,7.164,8.594999,7.038,6.993,6.957,6.651,6.75,7.245,6.921,7.118999,7.344,7.335,7.416,7.164,7.587,7.281,6.894,7.362,7.425,7.443,7.65,7.677,7.956,7.623,7.425,7.497,7.551,7.812,7.425,7.47,7.749,7.452,7.614,6.966,6.831,7.02,6.606,6.534,6.912,7.011,7.289999,7.118999,7.245,7.164,7.101,6.849,6.624,6.993,7.388999,7.695,7.182,7.011,6.489,6.993,6.993,6.534,6.57,7.11,7.011,7.884,6.354,6.516,6.48,6.489,6.84,7.443,6.894,7.38,6.966,6.606,6.93,6.633,6.363,6.381,6.723,7.065,6.993,7.38,6.633,6.975,6.597,6.506999,6.237,6.39,6.939,7.686,7.011,6.975,6.462,6.597,7.263,6.768,6.714,6.677999,6.903,7.272,6.804,6.435,6.633,6.426,6.741,6.516,6.822,6.417,7.074,7.056,7.191,6.48,6.516,6.489,6.408,6.741,6.687,6.282,6.947999,6.975,7.191,6.975,6.417,6.408,6.741,6.489,6.462,6.255,7.083,6.858,6.867,6.399,6.21,6.354,6.399,6.192,6.255,6.705,6.732,6.696,6.93,6.408,6.714,7.011,7.029,8.009999,8.514,8.433,8.118,7.443,7.344,7.605,7.749,7.317,7.362,7.425,7.47,7.488,7.587,8.118,8.549999,8.054999,6.696,6.723,7.191,8.172,8.262,7.794,7.217999,6.786,7.029,7.02,7.506,7.281,6.759,6.588,6.957,7.452,7.605,7.65,7.326,7.191,7.217999,7.236,7.407,6.831,6.93,6.633,6.813,7.118999,7.344,7.118999,6.822,6.921,6.776999,7.074,7.118999,7.092,6.957,6.759,6.264,6.066,6.876,7.002,7.272,6.975,7.398,7.209,7.164,7.416,7.281,7.118999,7.11,6.966,6.543,6.588,6.903,6.876,7.146,7.191,7.605,7.335,7.191,6.947999,6.876,7.155,6.642,6.138,5.922,6.309,7.011,6.714,7.118999,7.002,7.524,6.75,7.02,6.804
27797850024,3/4/2016,605112205 1 kWh,kWh,6.831,6.858,6.993,6.606,27.276,6.642,6.435,6.408,6.291,6.768,6.822,6.831,6.84,7.263,35.34276923,7.137,6.912,6.633,6.867,6.786,6.894,6.48,6.066,6.066,6.498,6.912,6.813,7.002,7.47,6.867,6.993,6.732,7.011,7.263,6.669,6.453,6.822,6.822,6.228,6.291,6.831,6.723,6.993,6.732,7.371,6.939,6.813,6.831,6.921,6.831,6.921,6.93,8.495999,6.489,6.534,6.381,6.939,6.786,6.552,6.318,6.363,6.912,6.804,6.858,6.561,6.993,7.029,7.191,7.137,7.029,7.182,6.84,7.038,6.966,6.444,6.651,7.362,6.947999,7.335,7.118999,7.578,7.443,7.559999,7.452,7.388999,7.614,7.623,6.858,7.209,6.993,7.686,7.677,7.335,7.398,7.118999,6.984,7.308,7.118999,7.217999,6.579,6.669,6.597,7.281,6.957,7.308,7.326,8.415,7.11,7.101,6.903,6.947999,7.128,6.381,6.516,7.209,7.092,7.254,7.164,6.966,6.93,6.885,6.921,7.029,6.183,6.615,6.677999,6.48,6.993,6.867,6.984,7.002,6.327,6.939,6.264,6.804,6.714,6.642,7.092,7.497,6.984,7.056,7.173,7.578,7.802999,6.966,6.57,6.606,7.695,8.927999,8.063999,7.128,6.588,6.498,6.813,7.146,7.083,6.687,6.714,7.002,6.849,7.38,6.975,6.606,6.453,6.399,6.642,6.435,6.426,6.795,6.831,6.633,6.894,6.804,6.732,6.057,6.651,6.57,6.885,6.939,6.786,6.894,6.822,6.786,6.75,6.642,6.642,6.102,6.066,6.462,6.318,6.975,6.669,7.146,7.101,7.092,7.326,7.289999,7.263,7.460999,7.65,8.955,8.235,7.785,6.687,7.317,7.524,7.74,7.947,8.145,7.785,7.388999,8.163,8.856,8.504999,7.848,6.885,6.489,6.345,6.705,6.947999,7.038,7.317,7.623,7.344,6.921,7.11,7.173,7.317,7.794,7.542,7.65,6.84,6.867,7.128,7.398,7.623,7.227,6.516,6.705,6.831,7.2,7.083,7.245,6.84,6.831,7.029,7.289999,7.344,7.362,7.065,6.939,7.074,7.245,7.236,7.209,7.317,6.813,6.885,6.894,7.236,7.217999,7.281,7.002,6.867,7.101,7.460999,7.452,7.479,7.460999,7.227,7.083,6.822,7.128,7.227,7.182,7.2,7.398,6.947999,7.038,7.118999,7.118999,7.289999,7.335,7.118999,6.903,6.947999,6.867,7.209,7.029,7.029
